,Recording,Unit number,sig events,not sig events,putative type
319,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,167,[],"['competitive_win', 'no_comp_win']",pyramidal
320,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,171,[],"['competitive_win', 'no_comp_win']",pyramidal
321,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,194,[],"['competitive_win', 'no_comp_win']",pyramidal
322,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,211,[],"['competitive_win', 'no_comp_win']",pyramidal
323,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,227,[],"['competitive_win', 'no_comp_win']",pyramidal
324,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,0,[],"['competitive_win', 'no_comp_win']",pyramidal
325,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,37,[],"['competitive_win', 'no_comp_win']",interneuron
326,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,39,[],"['competitive_win', 'no_comp_win']",pyramidal
327,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,40,[],"['competitive_win', 'no_comp_win']",pyramidal
328,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,42,[],"['competitive_win', 'no_comp_win']",pyramidal
329,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,43,[],"['competitive_win', 'no_comp_win']",pyramidal
330,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,44,[],"['competitive_win', 'no_comp_win']",pyramidal
331,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,63,[],"['competitive_win', 'no_comp_win']",pyramidal
332,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,113,[],"['competitive_win', 'no_comp_win']",pyramidal
333,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,150,[],"['competitive_win', 'no_comp_win']",interneuron
334,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,158,[],"['competitive_win', 'no_comp_win']",pyramidal
335,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,164,[],"['competitive_win', 'no_comp_win']",pyramidal
336,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,167,[],"['competitive_win', 'no_comp_win']",pyramidal
337,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,172,[],"['competitive_win', 'no_comp_win']",pyramidal
338,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,182,[],"['competitive_win', 'no_comp_win']",pyramidal
339,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,185,[],"['competitive_win', 'no_comp_win']",pyramidal
340,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,186,[],"['competitive_win', 'no_comp_win']",pyramidal
341,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,188,[],"['competitive_win', 'no_comp_win']",pyramidal
342,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,191,[],"['competitive_win', 'no_comp_win']",pyramidal
343,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,193,[],"['competitive_win', 'no_comp_win']",pyramidal
344,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,196,[],"['competitive_win', 'no_comp_win']",pyramidal
345,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,197,[],"['competitive_win', 'no_comp_win']",pyramidal
346,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,210,[],"['competitive_win', 'no_comp_win']",pyramidal
347,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,212,[],"['competitive_win', 'no_comp_win']",pyramidal
348,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-2_t1b2L_box1_merged.rec,226,[],"['competitive_win', 'no_comp_win']",pyramidal
349,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,109,[],"['competitive_lose', 'no_comp_lose']",interneuron
350,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,114,[],"['competitive_lose', 'no_comp_lose']",pyramidal
351,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,119,['no_comp_lose'],['competitive_lose'],pyramidal
352,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,133,[],"['competitive_lose', 'no_comp_lose']",pyramidal
353,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,150,[],"['competitive_lose', 'no_comp_lose']",pyramidal
354,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,152,[],"['competitive_lose', 'no_comp_lose']",pyramidal
355,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,154,[],"['competitive_lose', 'no_comp_lose']",pyramidal
356,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,158,[],"['competitive_lose', 'no_comp_lose']",pyramidal
357,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,164,[],"['competitive_lose', 'no_comp_lose']",pyramidal
358,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,173,[],"['competitive_lose', 'no_comp_lose']",pyramidal
359,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,176,[],"['competitive_lose', 'no_comp_lose']",pyramidal
360,20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,177,[],"['competitive_lose', 'no_comp_lose']",pyramidal
361,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,0,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
362,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,7,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
363,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,11,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
364,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,13,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
365,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,27,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
366,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,52,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
367,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,64,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
368,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,67,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
369,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,68,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
370,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,105,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
371,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,120,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
372,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,121,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
373,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,124,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
374,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,144,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
375,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,148,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
376,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,155,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
377,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,164,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
378,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,15,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
379,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,17,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
380,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,32,['competitive_lose'],"['competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
381,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,115,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
382,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,141,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
383,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,148,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
384,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,213,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
385,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,227,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
386,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,243,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
387,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,250,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
388,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,253,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
389,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,9,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
390,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,13,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
391,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,18,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
392,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,20,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
393,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,115,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
394,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,117,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
395,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,123,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
396,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,150,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
397,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,154,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
398,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,190,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
399,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,45,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
400,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,60,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
401,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,67,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
402,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,109,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
403,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,124,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
404,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,146,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
405,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,148,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
406,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,9,[],"['competitive_lose', 'no_comp_lose']",pyramidal
407,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,33,[],"['competitive_lose', 'no_comp_lose']",pyramidal
408,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,42,[],"['competitive_lose', 'no_comp_lose']",pyramidal
409,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,56,[],"['competitive_lose', 'no_comp_lose']",interneuron
410,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,8,[],"['competitive_win', 'no_comp_win']",pyramidal
411,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,13,['no_comp_win'],['competitive_win'],interneuron
412,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,19,[],"['competitive_win', 'no_comp_win']",interneuron
413,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,31,[],"['competitive_win', 'no_comp_win']",pyramidal
414,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,32,[],"['competitive_win', 'no_comp_win']",pyramidal
415,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,33,[],"['competitive_win', 'no_comp_win']",pyramidal
416,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,42,[],"['competitive_win', 'no_comp_win']",pyramidal
417,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,59,[],"['competitive_win', 'no_comp_win']",pyramidal
418,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,63,[],"['competitive_win', 'no_comp_win']",pyramidal
419,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,66,[],"['competitive_win', 'no_comp_win']",pyramidal
420,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,75,[],"['competitive_win', 'no_comp_win']",pyramidal
421,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,82,[],"['competitive_win', 'no_comp_win']",pyramidal
422,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,93,[],"['competitive_win', 'no_comp_win']",pyramidal
423,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,94,[],"['competitive_win', 'no_comp_win']",pyramidal
424,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,95,[],"['competitive_win', 'no_comp_win']",pyramidal
425,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,98,['competitive_win'],['no_comp_win'],pyramidal
426,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,110,[],"['competitive_win', 'no_comp_win']",pyramidal
427,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,111,[],"['competitive_win', 'no_comp_win']",pyramidal
428,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,116,[],"['competitive_win', 'no_comp_win']",interneuron
429,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,120,[],"['competitive_win', 'no_comp_win']",pyramidal
430,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,124,[],"['competitive_win', 'no_comp_win']",pyramidal
431,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,150,[],"['competitive_win', 'no_comp_win']",interneuron
432,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
433,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,15,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
434,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,18,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
435,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,47,['competitive_win'],"['competitive_lose', 'no_comp_lose']",pyramidal
436,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,60,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
437,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,72,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
438,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,76,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
439,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,89,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
440,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,101,['competitive_win'],"['competitive_lose', 'no_comp_lose']",pyramidal
441,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,103,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
442,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,8,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
443,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,14,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
444,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,32,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
445,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,39,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
446,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,44,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
447,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,13,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",interneuron
448,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,23,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
449,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,24,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
450,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,25,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
451,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,27,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
452,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,28,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
453,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,36,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
454,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,52,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
455,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,58,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
456,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,59,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
457,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,73,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",interneuron
458,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,77,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
459,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,83,['competitive_lose'],"['competitive_win', 'no_comp_win']",pyramidal
460,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,101,['competitive_win'],"['competitive_lose', 'no_comp_win']",pyramidal
461,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,158,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
462,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,169,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
463,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,177,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
464,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,183,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
465,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,194,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
466,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,210,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
467,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,216,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
468,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,32,[],"['competitive_lose', 'no_comp_lose']",pyramidal
469,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,52,[],"['competitive_lose', 'no_comp_lose']",pyramidal
470,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,68,[],"['competitive_lose', 'no_comp_lose']",pyramidal
471,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,69,[],"['competitive_lose', 'no_comp_lose']",pyramidal
472,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,72,[],"['competitive_lose', 'no_comp_lose']",pyramidal
473,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,4,['competitive_lose'],"['competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
474,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,8,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
475,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,12,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
476,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,24,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
477,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,25,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
478,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,32,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
479,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,37,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
480,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,49,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
481,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,62,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
482,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,80,['competitive_lose'],"['competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
483,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,81,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
484,20240323_144517_alone_comp_subj_3-1_t5b5_merged.rec,88,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
485,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,1,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
486,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3,['no_comp_lose'],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
487,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,4,['no_comp_lose'],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
488,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,7,['no_comp_lose'],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
489,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,27,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
490,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,32,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
491,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,0,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
492,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
493,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,18,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
494,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,24,['no_comp_win'],"['competitive_lose', 'competitive_win', 'no_comp_lose']",interneuron
495,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,27,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
496,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,42,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
497,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,49,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
498,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,54,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
499,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,68,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
500,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,75,['competitive_lose'],"['competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
